圖幅編號,人孔編號,X坐標,Y坐標,主集水區名稱,行政區,行政里,道路名稱,人孔蓋型式,人孔種類,箱涵屬性,使用狀態,資料狀態,人孔深度,人孔尺寸長度,人孔尺寸寬度,人孔頂標高,人孔頂路面寬,地盤標高
4433,'4433-32',306304.61,2763673.524,保儀抽水站系統,文山區,樟新里,一壽街3巷25號,方形,側溝式箱涵,無,使用,實測,1.52,1.4,1.35,18.02,12.41,18.02
4433,'4433-33',306299.486,2763666.437,保儀抽水站系統,文山區,樟新里,一壽街3巷(停車格120),方形,側溝式箱涵,無,使用,原圖轉繪,1.71,1.4,1.4,18.039,11.21,18.039
4433,'4433-34',306280.763,2763640.219,保儀抽水站系統,文山區,樟新里,一壽街17巷15號,方形,側溝式箱涵,無,使用,實測,1.6,1.4,1.4,18.075,11.3,18.075
4433,'4433-35',306271.385,2763626.645,保儀抽水站系統,文山區,樟新里,一壽街17巷11號,方形,側溝式箱涵,無,使用,實測,1.95,1.4,1.4,18.181,23.79,18.181
4433,'4433-36',306237.767,2763550.556,保儀抽水站系統,文山區,樟新里,一壽街41號右前,方形,側溝式箱涵,無,使用,原圖轉繪,1.88,1.4,1.5,17.915,12.86,17.915
4433,'4433-37',306233.965,2763536.856,保儀抽水站系統,文山區,樟新里,一壽街(停車格98),方形,側溝式箱涵,無,使用,實測,1.68,1.4,1.45,17.741,13.42,17.741
4433,'4433-38',306227.331,2763490.708,保儀抽水站系統,文山區,樟新里,一壽街(停車格90),方形,側溝式箱涵,無,使用,實測,2.3,1.7,1.45,17.576,11.64,17.576
4433,'4433-39',306008.146,2763389.383,保儀抽水站系統,文山區,樟新里,樟新街56巷24號左前,圓形,正常人孔,無,使用,原圖轉繪,2.05,1.75,1.55,15.86,9.59,15.86
4433,'4433-40',305992.687,2763415.996,保儀抽水站系統,文山區,樟新里,樟新街56巷(停車格31),圓形,覆蓋人孔,無,使用,原圖轉繪,2.25,1.45,1.75,14.9,9.7,15.1
4433,'4433-41',305982.348,2763452.751,保儀抽水站系統,文山區,樟新里,樟新街28巷(停車格26),圓形,正常人孔,無,使用,實測,2.75,1.5,1.8,16.638,9.76,16.638
4433,'4433-42',305964.038,2763510.18,保儀抽水站系統,文山區,樟新里,樟新街32巷(停車格17),圓形,正常人孔,無,使用,實測,1.8,1.8,1.5,16.759,10.55,16.759
4433,'4433-43',305944.708,2763576.418,保儀抽水站系統,文山區,樟新里,樟新街8巷(停車格6),圓形,覆蓋人孔,無,使用,原圖轉繪,2,1.6,1.5,16.3,9.76,16.5
4433,'4433-44',306016.257,2763389.477,保儀抽水站系統,文山區,樟新里,樟新街56巷(停車格36),方形,側溝式箱涵,無,使用,原圖轉繪,1.97,1.7,1.75,16.574,10.63,16.574
4433,'4433-45',306026.146,2763378.038,保儀抽水站系統,文山區,樟新里,樟新街56巷17號右前,方形,側溝式箱涵,無,使用,實測,1.63,1.35,1.4,16.651,9.71,16.651
4433,'4433-46',306065.949,2763354.148,保儀抽水站系統,文山區,樟新里,樟新街70號,方形,側溝式箱涵,無,使用,實測,1.56,1.35,1.2,16.659,11.57,16.659
4433,'4433-47',306079.461,2763349.51,保儀抽水站系統,文山區,樟新里,樟新街70號右前,方形,側溝式箱涵,無,使用,實測,1.5,1.4,1.3,16.794,10.81,16.794
4433,'4433-48',306114.431,2763348.297,保儀抽水站系統,文山區,樟新里,樟新街68號,方形,側溝式箱涵,無,使用,原圖轉繪,1.21,1.35,1.1,16.614,10.26,16.614
4433,'4433-49',306010.796,2763397.178,保儀抽水站系統,文山區,樟新里,樟新街56巷與樟新街55巷交口,方形,側溝式箱涵,無,使用,原圖轉繪,2.04,1.65,1.7,16.577,10.5,16.577
4433,'4433-50',306006.459,2763402.749,保儀抽水站系統,文山區,樟新里,樟新街56巷(停車格35),方形,無法開啟人孔,無,使用,原圖轉繪,1.9,1.4,1.4,16.681,10.62,16.681
4433,'4433-51',305987.916,2763453.415,保儀抽水站系統,文山區,樟新里,樟新街56巷與樟新街48巷交口,方形,側溝式箱涵,無,使用,實測,1.47,1.4,1.2,16.53,9.76,16.53
4433,'4433-52',306397.738,2763731.221,保儀抽水站系統,文山區,樟新里,木新路三段243巷4弄6號前,方形,側溝式箱涵,無,使用,實測,1.81,0.95,1.4,17.83,12.5,17.83
4433,'4433-F10',306314.345,2763685.964,保儀抽水站系統,文山區,樟新里,一壽街3巷15號,方形,側溝式箱涵,無,使用,實測,1.5,1.4,1.5,18.115,12.5,18.115
4433,'4433-F11',306267.362,2763620.067,保儀抽水站系統,文山區,樟新里,一壽街17巷(停車格112右前),方形,側溝式箱涵,無,使用,實測,1.5,1.4,1.4,18.109,11.42,18.109
4433,'4433-F12',306253.075,2763593.431,保儀抽水站系統,文山區,樟新里,一壽街17巷(停車格108),方形,側溝式箱涵,無,使用,實測,1.61,1.4,1.3,18.033,15.56,18.033
4433,'4433-F13',306242.536,2763565.038,保儀抽水站系統,文山區,樟新里,一壽街17巷(停車格103),方形,側溝式箱涵,無,使用,實測,1.67,1.4,1.5,18.034,12.78,18.034
4433,'4433-F14',306230.321,2763511.858,保儀抽水站系統,文山區,樟新里,一壽街(停車格94),方形,側溝式箱涵,無,使用,實測,1.82,1.85,1.6,17.663,13.42,17.663
4433,'4433-F15',306228.414,2763500.815,保儀抽水站系統,文山區,樟新里,一壽街(停車格92),方形,側溝式箱涵,無,使用,實測,2.17,1.85,2,17.556,13.69,17.556
4433,'4433-F16',306226.333,2763479.932,保儀抽水站系統,文山區,樟新里,一壽街(停車格89),方形,側溝式箱涵,無,使用,原圖轉繪,1.86,1.45,1.7,17.559,11.31,17.559
4433,'4433-F17',305943.761,2763579.995,保儀抽水站系統,文山區,樟新里,樟新街8巷,,虛人孔,無,使用,實測,2.279,1.35,1.35,16.759,20,16.759
4433,'4433-F18',306012.177,2763394.407,保儀抽水站系統,文山區,樟新里,樟新街56巷(停車格36),圓形,虛人孔,無,使用,原圖轉繪,1.97,1.7,1.75,16.57,10.63,16.57
4433,'4433-F19',306047.343,2763362.423,保儀抽水站系統,文山區,樟新里,樟新街56巷21號,方形,側溝式箱涵,無,使用,實測,1.43,1.35,1.4,16.602,11.76,16.602
4433,'4433-F20',306083.72,2763348.532,保儀抽水站系統,文山區,樟新里,樟新街70號,圓形,虛人孔,無,使用,原圖轉繪,1.56,1.35,1.2,16.66,11.57,16.66
4433,'4433-F21',305996.994,2763424.484,保儀抽水站系統,文山區,樟新里,樟新街56巷24號,方形,側溝式箱涵,無,使用,實測,1.5,1.4,1.4,16.605,10.59,16.605
4433,'4433-F22',305990.695,2763444.117,保儀抽水站系統,文山區,樟新里,樟新街56巷(停車格27),方形,側溝式箱涵,無,使用,原圖轉繪,1.8,1.35,1.3,15.106,9.63,15.106
4433,'4433-F23',306091.947,2763347.438,保儀抽水站系統,文山區,樟新里,樟新街70號,圓形,虛人孔,無,使用,原圖轉繪,1.56,1.35,1.2,16.55,11.57,16.55
4433,'4433-F8',306342.164,2763799.084,保儀抽水站系統,文山區,樟文里,木新路三段278號與木新路三段交口,圓形,虛人孔,無,使用,原圖轉繪,3.95,1.94,2.25,16.86,19.77,16.86
4433,'4433-F9',306333.764,2763703.999,保儀抽水站系統,文山區,樟新里,一壽街3巷15號,圓形,虛人孔,無,使用,原圖轉繪,1.5,1.4,1.5,18.12,12.5,18.12
4533,'4533-01',306643.641,2763879.476,保儀抽水站系統,文山區,樟樹里,木新路三段160號前,圓形,無法開啟人孔,無,使用,原圖轉繪,2.74,2.15,2.24,17.313,20.01,17.313
4533,'4533-02',306561.175,2763856.734,保儀抽水站系統,文山區,樟樹里,木新路三段196號前,圓形,正常人孔,無,使用,實測,4.15,2.1,2.18,17.298,20,17.298
4533,'4533-03',306888.786,2763856.085,保儀抽水站系統,文山區,樟腳里,木新路三段95巷7弄6號,圓形,正常人孔,無,使用,實測,1.95,1.17,1.57,17.587,8.02,17.587
4533,'4533-04',306844.929,2763844.001,保儀抽水站系統,文山區,樟腳里,木新路三段95巷2之1號,圓形,正常人孔,無,使用,實測,1.95,1.18,1.6,17.634,8.02,17.634
4533,'4533-05',306798.96,2763833.162,保儀抽水站系統,文山區,樟腳里,木新路三段95巷4弄8號,圓形,無法開啟人孔,無,使用,實測,2.1,1.2,1.6,17.708,7.86,17.708
4533,'4533-06',306755.575,2763822.029,保儀抽水站系統,文山區,樟腳里,木新路三段95巷4弄14號,圓形,正常人孔,無,使用,實測,1.85,1.24,1.6,17.772,20.74,17.772
4533,'4533-07',306716.521,2763812.88,保儀抽水站系統,文山區,樟腳里,木新路三段127巷12弄前,圓形,覆蓋人孔,無,使用,原圖轉繪,1.85,1.24,1.6,17.29,8,17.49
4533,'4533-08',306664.498,2763799.46,保儀抽水站系統,文山區,樟腳里,木新路三段155巷7號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.95,1.48,1.7,17.03,8,17.23
4533,'4533-09',306581.335,2763778.609,保儀抽水站系統,文山區,樟腳里,木新路三段155巷24號,圓形,正常人孔,無,使用,實測,2.95,1.48,1.7,17.791,8,17.791
4533,'4533-10',306502.803,2763761.726,保儀抽水站系統,文山區,樟腳里,木新路三段215巷與155巷交口,圓形,正常人孔,無,使用,實測,3.4,1.72,1.5,17.628,11.82,17.628
4533,'4533-11',306498.016,2763786.847,保儀抽水站系統,文山區,樟腳里,木新路三段215巷和木新路三段243巷1弄交叉口,圓形,覆蓋人孔,無,使用,原圖轉繪,4,2.05,2.24,17.24,8,17.44
4533,'4533-12',306482.445,2763837.259,保儀抽水站系統,文山區,樟文里,木新路三段220號前,圓形,正常人孔,無,使用,實測,4,2.05,2.24,17.261,19.6,17.261
4533,'4533-14',306401.728,2763815.905,保儀抽水站系統,文山區,樟文里,木新路三段254號前,圓形,正常人孔,無,使用,實測,4.45,2.1,2.18,17.384,19.84,17.384
4533,'4533-16',306743.121,2763727.259,保儀抽水站系統,文山區,樟腳里,木新路三段95巷50號右前,方形,側溝式箱涵,無,使用,實測,1.78,1.4,1.35,17.17,12.55,17.17
4533,'4533-17',306419.208,2763736.53,保儀抽水站系統,文山區,樟新里,木新路三段243巷4弄2號左前,方形,側溝式箱涵,無,使用,實測,1.34,1.7,1.3,17.589,12.03,17.589
4533,'4533-F1',306668.203,2763800.415,保儀抽水站系統,文山區,樟腳里,木新路三段155巷7號,圓形,虛人孔,無,使用,原圖轉繪,2.95,1.48,1.7,17.23,8,17.23
4533,'4533-F4',306804.46,2763762,保儀抽水站系統,文山區,樟腳里,木新路三段95巷40號右前,方形,側溝式箱涵,無,使用,實測,1.24,1.7,1.4,17.215,16.17,17.215
4533,'4533-F5',306852.902,2763786.505,保儀抽水站系統,文山區,樟腳里,木新路三段95巷30號左前,方形,側溝式箱涵,無,使用,實測,1.64,1.25,1.4,17.273,11.11,17.273
4533,'4533-F6',306767.79,2763740.779,保儀抽水站系統,文山區,樟腳里,木新路三段95巷46號前,方形,側溝式箱涵,無,使用,原圖轉繪,1.7,1.4,1.65,17.231,16.13,17.231
4533,'4533-F7',306752.979,2763732.493,保儀抽水站系統,文山區,樟腳里,木新路三段95巷48號前,方形,側溝式箱涵,無,使用,原圖轉繪,1.54,1.4,1.5,17.205,12.51,17.205
4534,'4534-16',306783.266,2763914.313,保儀抽水站系統,文山區,樟樹里,木新路三段107號前,圓形,無法開啟人孔,無,使用,實測,2.64,2.08,2.14,17.402,20.21,17.402
4534,'4534-17',306733.674,2763901.207,保儀抽水站系統,文山區,樟樹里,木新路三段126號前,圓形,正常人孔,無,使用,實測,3.5,2.2,2.14,17.322,19.79,17.322
4534,'4534-F13',306787.683,2763915.343,保儀抽水站系統,文山區,樟樹里,木新路三段95巷50號右前,圓形,虛人孔,無,使用,原圖轉繪,1.78,1.4,1.35,17.17,12.55,17.17
4433,'4433-P1',305960.374,2763702.913,保儀抽水站系統,文山區,樟文里,木新路三段350號前,圓形,抽水站,無,使用,原圖轉繪,4.25,2.08,2.2,17.14,19.85,17.14
4433,'4433-F24',305885.181,2763686.212,保儀抽水站系統,文山區,樟文里,保儀抽水站內,圓形,虛人孔,無,使用,原圖轉繪,4.25,2.08,2.2,11.5,19.85,11.5
4433,'4433-F25',306225.069,2763469.855,保儀抽水站系統,文山區,樟新里,一壽街(停車格89),圓形,虛人孔,無,使用,原圖轉繪,1.86,1.45,1.7,17.56,11.31,17.56
4433,'4433-F26',306226.008,2763476.447,保儀抽水站系統,文山區,樟新里,一壽街(停車格90),圓形,虛人孔,無,使用,原圖轉繪,1.86,1.45,1.7,17.56,11.31,17.56
4533,'4533-F8',306455.416,2763741.924,保儀抽水站系統,文山區,樟腳里,木新路三段243巷4弄2號左前,圓形,虛人孔,無,使用,原圖轉繪,1.34,1.7,1.3,17.59,12.03,17.59
4533,'4533-F9',306435.7,2763736.949,保儀抽水站系統,文山區,樟新里,木新路三段243巷4弄3號左前,圓形,虛人孔,無,使用,原圖轉繪,1.34,1.7,1.3,17.59,12.03,17.59
4433,'4433-R1',306254.84,2763487.237,保儀抽水站系統,文山區,樟新里,辛亥路七段保儀抽水站附近,圓形,閘閥門,無,使用,原圖轉繪,1.3,0.8,0.8,17.25,10,17.25
4433,'4433-R2',305995.73,2763378.928,保儀抽水站系統,文山區,樟新里,木新十四號水門,圓形,閘閥門,無,使用,原圖轉繪,2.05,1.75,1.55,17.5,9.59,17.5
4533,'4533-R3',306422.877,2763718.588,保儀抽水站系統,文山區,樟新里,木新十二號水閘門,圓形,閘閥門,無,使用,原圖轉繪,1.34,1.7,1.3,17.59,12.03,17.59
4533,'4533-R2',306814.348,2763740.411,保儀抽水站系統,文山區,樟腳里,木新十一號水閘門,圓形,閘閥門,無,使用,原圖轉繪,1.24,1.7,1.4,17.22,16.17,17.22
4636,'4636-04',307932.206,2765216.265,道南抽水站系統,文山區,萬興里,新光路一段193號(右側),圓形,正常人孔,無,使用,原圖轉繪,2.88,2.98,2.94,20.75,27.155,20.75
4636,'4636-05',307922.013,2765122.552,道南抽水站系統,文山區,萬興里,新光路一段183號,圓形,正常人孔,無,使用,實測,3.25,3,3,19.347,24.166,19.347
4635,'4635-03',307917.895,2765082.441,道南抽水站系統,文山區,萬興里,新光路一段161號,圓形,覆蓋人孔,無,使用,實測,3.8,3,3,19.5,24.143,19.7
4635,'4635-04',307912.663,2764998.708,道南抽水站系統,文山區,萬興里,新光路一段145號,圓形,覆蓋人孔,無,使用,實測,4.2,3.1,2.9,19.83,23.524,20.03
4635,'4635-05',307905.654,2764966.279,道南抽水站系統,文山區,萬興里,新光路一段106號,圓形,正常人孔,無,使用,實測,4.2,3.4,3.06,19.94,16.033,19.94
4735,'4735-201',308221.702,2764938.155,道南抽水站系統,文山區,萬興里,秀明路二段&amp;協天宮,圓形,正常人孔,無,使用,實測,2.1,2.6,1.4,19.863,14.759,19.863
4735,'4735-20',308213.215,2764933.524,道南抽水站系統,文山區,萬興里,秀明路二段100號旁(協天宮),圓形,正常人孔,無,使用,實測,2.41,1.7,2.2,19.62,14.759,19.62
4735,'4735-30',308169.303,2764976.004,道南抽水站系統,文山區,萬興里,秀明路二段84號,圓形,覆蓋人孔,無,使用,實測,2.95,1.7,2.3,19.265,14.772,19.465
4735,'4735-31',308128.14,2765000.882,道南抽水站系統,文山區,萬興里,秀明路二段76號,圓形,覆蓋人孔,無,使用,實測,3.6,1.7,2.26,19.181,15.091,19.381
4735,'4735-32',308115.736,2765006.394,道南抽水站系統,文山區,萬興里,秀明路二段76號,圓形,正常人孔,無,使用,實測,3.9,2.1,2.4,19.36,14.939,19.36
4735,'4735-33',308067.555,2765004.528,道南抽水站系統,文山區,萬興里,秀明路二段68號,圓形,覆蓋人孔,無,使用,實測,3.4,1.75,2.25,19.246,15.032,19.446
4735,'4735-34',308034.678,2764997.445,道南抽水站系統,文山區,萬興里,秀明路二段&amp;秀明路二段7巷口,圓形,覆蓋人孔,無,使用,實測,3.6,1.55,2.25,19.233,15.042,19.433
4635,'4635-01',307998.209,2764988.925,道南抽水站系統,文山區,萬興里,秀明路二段22號,圓形,覆蓋人孔,無,使用,實測,3.33,1.6,2.55,19.334,16.18,19.534
4635,'4635-02',307952.724,2764977.488,道南抽水站系統,文山區,萬興里,秀明路二段8號,圓形,正常人孔,無,使用,實測,4.15,1.7,2.4,19.83,16.18,19.83
4635,'4635-R1',307829.517,2764949.934,道南抽水站系統,文山區,萬興里,秀明路二段,圓形,明溝,無,使用,原圖轉繪,15.77,1.7,2.4,22.5,24.984,22.5
4735,'4735-27',308232.65,2764730.368,道南抽水站系統,文山區,萬興里,秀明路二段&amp;秀明路二段118巷口,圓形,正常人孔,無,使用,實測,3.8,2,2.5,19.007,15.212,19.007
4735,'4735-28',308239.978,2764690.46,道南抽水站系統,文山區,萬興里,萬壽路27號,圓形,覆蓋人孔,無,使用,實測,2.85,1.95,2.5,18.117,15.212,18.317
4735,'4735-21',308239.099,2764889.035,道南抽水站系統,文山區,萬興里,秀明路二段159號,圓形,正常人孔,無,使用,實測,2.8,2.9,2.3,19.749,15.321,19.749
4735,'4735-23',308240.51,2764862.278,道南抽水站系統,文山區,萬興里,秀明路二段&amp;秀明路二段112巷口,圓形,正常人孔,無,使用,實測,3.23,1.5,2.2,19.694,15.212,19.694
4835,'4835-F1',309345.39,2764729.29,道南抽水站系統,文山區,政大里,萬壽路,圓形,虛人孔,無,使用,原圖轉繪,2.15,1.2,1.2,98.7,10.443,98.7
4835,'4835-01',309324.392,2764740.863,道南抽水站系統,文山區,政大里,萬壽路(241號路燈),圓形,正常人孔,無,使用,實測,2.15,1.2,1.2,95.348,10.443,95.348
4835,'4835-02',309267.967,2764755.935,道南抽水站系統,文山區,政大里,萬壽路(239號路燈),圓形,覆蓋人孔,無,使用,實測,2.2,1.2,1.2,90.146,10.269,90.346
4835,'4835-03',309175.472,2764791.746,道南抽水站系統,文山區,政大里,萬壽路(235號路燈),圓形,正常人孔,無,使用,實測,1.7,1.2,1.2,83.946,10.445,83.946
4835,'4835-04',309153.469,2764797.919,道南抽水站系統,文山區,政大里,萬壽路(234號路燈),圓形,覆蓋人孔,無,使用,實測,2.45,1.2,1.2,81.96,10.445,82.16
4835,'4835-05',309123.155,2764795.876,道南抽水站系統,文山區,政大里,萬壽路(233號路燈),圓形,覆蓋人孔,無,使用,實測,1.65,1.2,1.2,79.416,10.445,79.616
4835,'4835-06',309067.876,2764807.222,道南抽水站系統,文山區,政大里,萬壽路(231號路燈),圓形,正常人孔,無,使用,實測,2,1.2,1.2,76.075,10.445,76.075
4835,'4835-07',309005.876,2764826.574,道南抽水站系統,文山區,政大里,萬壽路(229號路燈),圓形,正常人孔,無,使用,實測,2.27,1.2,1.2,71.428,10.445,71.428
4835,'4835-08',308901.173,2764795.414,道南抽水站系統,文山區,政大里,萬壽路(226號路燈),圓形,正常人孔,無,使用,實測,2,1.2,1.2,65.152,10.445,65.152
4835,'4835-09',308805.965,2764751.788,道南抽水站系統,文山區,政大里,萬壽路(222號路燈),圓形,正常人孔,無,使用,實測,2.1,1.2,1.2,58.249,10.445,58.249
4735,'4735-01',308743.121,2764754.291,道南抽水站系統,文山區,政大里,萬壽路(220號路燈),圓形,覆蓋人孔,無,使用,實測,2.4,1.2,1.2,54.002,9.982,54.202
4735,'4735-02',308703.847,2764745.486,道南抽水站系統,文山區,政大里,萬壽路(218號路燈),圓形,覆蓋人孔,無,使用,實測,2.2,1.2,1.2,50.902,9.982,51.102
4735,'4735-03',308673.472,2764726.194,道南抽水站系統,文山區,政大里,萬壽路(217號路燈),圓形,正常人孔,無,使用,實測,2.9,1.2,1.2,48.511,10.223,48.511
